experiment_number,movie_title,movie_year,event_date,event_host,event_location,event_image,event_notes,event_attendees,movie_original_title,movie_release_date,movie_runtime,movie_overview,movie_tagline,movie_content_rating,movie_budget,movie_box_office,movie_poster,movie_backdrop,movie_trailer,movie_tmdb_id,movie_tmdb_url,movie_tmdb_rating,movie_tmdb_votes,movie_imdb_id,movie_imdb_url,shown_3d,movie_created_at,movie_updated_at,experiment_created_at,experiment_updated_at
033,Winterbeast,1992,Thu Jan 27 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/01/winterbeast81-1.jpg,,,Winterbeast,Thu May 07 1992 20:00:00 GMT-0400 (Eastern Daylight Time),76,"Set during the fall (NOT winter), a small New England town is brutally ravaged by possessed totem poles.",It Must Be Seen To Be Believed ...,,,,https://image.tmdb.org/t/p/w500/5uuj0HXdGBtTDYpjtS83ksmNyac.jpg,https://image.tmdb.org/t/p/w1280/7EySbI3GyudeSU2jrnb1PzKN24P.jpg,,86492,https://www.themoviedb.org/movie/86492,4.466,29,tt0103270,https://www.imdb.com/title/tt0103270,false,Mon Jun 16 2025 17:08:40 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:03 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:14 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:14 GMT-0400 (Eastern Daylight Time)
034,Empire of the Dark,1989,Fri Jan 28 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/01/Mz6Yemj1-1.jpg,,,Empire of the Dark,Sun Dec 31 1989 19:00:00 GMT-0500 (Eastern Standard Time),93,"A private detective searching for a killer comes across a satanic cult from another dimension, monsters called up from hell and murderous ninja assassins.",,,,,https://image.tmdb.org/t/p/w500/tW1opUZx9Le6bsby8Cp7IjECcX3.jpg,https://image.tmdb.org/t/p/w1280/o9cngsKieNw0IAFBBK2Sw5zpdw6.jpg,,30419,https://www.themoviedb.org/movie/30419,5.4,16,tt0099498,https://www.imdb.com/title/tt0099498,false,Mon Jun 16 2025 17:08:40 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:03 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:14 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:14 GMT-0400 (Eastern Daylight Time)
036,The Laughing Dead,1988,Wed Feb 02 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/02/IMG_23421-1.jpg,,,The Laughing Dead,Sat Dec 31 1988 19:00:00 GMT-0500 (Eastern Standard Time),91,"A busload of travelers and their disgraced priest tour guide, on the hunt for Aztec ruins, decide to stop in a Mexican village on the eve of the Day of the Dead. Unbeknownst to them, a local doctor plans to begin a diabolical ritual intended to bring about Hell on Earth.",,,,,https://image.tmdb.org/t/p/w500/egZzoCLGPpiv7MUa4EmRBbMIMQk.jpg,https://image.tmdb.org/t/p/w1280/81dJw8BP5PkBsU8w1dgAxXGd1er.jpg,,193611,https://www.themoviedb.org/movie/193611,3,14,tt0097718,https://www.imdb.com/title/tt0097718,false,Mon Jun 16 2025 17:08:41 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:04 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:14 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:14 GMT-0400 (Eastern Daylight Time)
162,The Laughing Dead,1988,Thu Oct 27 2022 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/10/tt00909301.jpg,,,The Laughing Dead,Sat Dec 31 1988 19:00:00 GMT-0500 (Eastern Standard Time),91,"A busload of travelers and their disgraced priest tour guide, on the hunt for Aztec ruins, decide to stop in a Mexican village on the eve of the Day of the Dead. Unbeknownst to them, a local doctor plans to begin a diabolical ritual intended to bring about Hell on Earth.",,,,,https://image.tmdb.org/t/p/w500/egZzoCLGPpiv7MUa4EmRBbMIMQk.jpg,https://image.tmdb.org/t/p/w1280/81dJw8BP5PkBsU8w1dgAxXGd1er.jpg,,193611,https://www.themoviedb.org/movie/193611,3,14,tt0097718,https://www.imdb.com/title/tt0097718,false,Mon Jun 16 2025 17:08:41 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:04 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:27 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:27 GMT-0400 (Eastern Daylight Time)
042,Black Roses,1988,Sun Feb 13 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/02/MV5BNmZjYmFhMTUtZTA3My00OTliLWEzNTQtYzllNWUxMGI4NjE0XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_1-1.jpg,,,Black Roses,Mon Oct 31 1988 19:00:00 GMT-0500 (Eastern Standard Time),90,Teens in a small conservative town are turned into evil demons thanks to the music of the titular heavy metal band.,Live for one night only... that's all they ever need.,,,,https://image.tmdb.org/t/p/w500/qq6z78PY9d7W9PhzHUyuUP4pdxK.jpg,https://image.tmdb.org/t/p/w1280/xDEFbPGvISeXxnGmfnvUMrBtS4E.jpg,,84289,https://www.themoviedb.org/movie/84289,5.1,58,tt0094752,https://www.imdb.com/title/tt0094752,false,Mon Jun 16 2025 17:08:42 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:06 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time)
044,Action U.S.A.,1989,Thu Feb 17 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/02/9R6ZGkv1-1.png,,,Action U.S.A.,Fri Jun 30 1989 20:00:00 GMT-0400 (Eastern Daylight Time),97,"After her boyfriend is murdered by the gangsters whose diamonds he stole, a girl is protected by two FBI agents who plan to keep her from sharing the same fate.",An action explosion in the U.S.A.,,,,https://image.tmdb.org/t/p/w500/ms2tHbONljhcVRO9VaxmwbRamm0.jpg,https://image.tmdb.org/t/p/w1280/qxUkKokCU81alHtU4EW3IikSm4X.jpg,,86786,https://www.themoviedb.org/movie/86786,5.5,31,tt0096757,https://www.imdb.com/title/tt0096757,false,Mon Jun 16 2025 17:08:42 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:06 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time)
277,Action U.S.A.,1989,Thu Sep 07 2023 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2023/09/OerzTgt1.jpg,,,Action U.S.A.,Fri Jun 30 1989 20:00:00 GMT-0400 (Eastern Daylight Time),97,"After her boyfriend is murdered by the gangsters whose diamonds he stole, a girl is protected by two FBI agents who plan to keep her from sharing the same fate.",An action explosion in the U.S.A.,,,,https://image.tmdb.org/t/p/w500/ms2tHbONljhcVRO9VaxmwbRamm0.jpg,https://image.tmdb.org/t/p/w1280/qxUkKokCU81alHtU4EW3IikSm4X.jpg,,86786,https://www.themoviedb.org/movie/86786,5.5,31,tt0096757,https://www.imdb.com/title/tt0096757,false,Mon Jun 16 2025 17:08:42 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:06 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:38 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:38 GMT-0400 (Eastern Daylight Time)
048,Love on a Leash,2011,Thu Feb 24 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/02/MV5BNmNlN2ZkMWItNzczMC00N2JlLWJiNzktMDJjZjU0Y2NmZWIxXkEyXkFqcGdeQXVyMTE5NDkxMA@@._V1_1-1.jpg,,,Love on a Leash,Wed Jul 20 2011 20:00:00 GMT-0400 (Eastern Daylight Time),85,A dog who strives to become a man seeks a woman who will love him enough for the transformation to take place.,Love at first bark.,,,,https://image.tmdb.org/t/p/w500/4sze5a4QdJIkbhzan4Xn3A0n18c.jpg,https://image.tmdb.org/t/p/w1280/mMyOE1X6ypJpyHIhpqfCmwOY1H6.jpg,,307124,https://www.themoviedb.org/movie/307124,6.6,37,tt2185022,https://www.imdb.com/title/tt2185022,false,Mon Jun 16 2025 17:08:43 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:08 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time)
048,The Retrievers,1982,Thu Feb 24 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/02/MV5BNmNlN2ZkMWItNzczMC00N2JlLWJiNzktMDJjZjU0Y2NmZWIxXkEyXkFqcGdeQXVyMTE5NDkxMA@@._V1_1-1.jpg,,,The Retrievers,Fri Jan 01 1982 19:00:00 GMT-0500 (Eastern Standard Time),90,"Carefree electrician Tom Cathral is recruited by The Company, and is quickly offered a full-time promotion to join the Retrievers, an elite squad of crooked secret operatives. His refusal to kill botches his first mission, making Tom The Company's new target.",Trained to kill in a thousand different ways.,,,,https://image.tmdb.org/t/p/w500/osTFPjDCVLYQtgYzYwMUpGlbG9b.jpg,https://image.tmdb.org/t/p/w1280/e0qkwNClA2YWHl1Wq7es15Eeoxp.jpg,,226095,https://www.themoviedb.org/movie/226095,1.5,2,tt0086186,https://www.imdb.com/title/tt0086186,false,Mon Jun 16 2025 17:08:43 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:08 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:15 GMT-0400 (Eastern Daylight Time)
051,Demonwarp,1988,Wed Mar 02 2022 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/03/6caf9f08ace4227e57fbb01a59161e1b1-1.png,,,Demonwarp,Mon Feb 29 1988 19:00:00 GMT-0500 (Eastern Standard Time),91,"A man and his daughter are attacked in the woods by what they believe is a Bigfoot-type creature. However, they soon begin to suspect that they may have stumbled onto a nest of aliens in a hidden spacecraft.",Enter a prime-evil world of future shock and alien terror.,,,,https://image.tmdb.org/t/p/w500/zg4jUEjRhHmTD1iu2MlpTfWXbn1.jpg,https://image.tmdb.org/t/p/w1280/9Utb4oxeY4xttuEwW62mqSeYAWC.jpg,,29315,https://www.themoviedb.org/movie/29315,3.861,18,tt0094998,https://www.imdb.com/title/tt0094998,false,Mon Jun 16 2025 17:08:43 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:09 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:16 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:16 GMT-0400 (Eastern Daylight Time)
057,Laserblast,1978,Wed Mar 16 2022 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2022/03/4671edae8a3f7fd4d7294b79e61d5f9f1-1.jpg,,,Laserblast,Tue Feb 28 1978 19:00:00 GMT-0500 (Eastern Standard Time),83,"Happy go-lucky teen Billy Duncan discovers an otherworldly laser gun in the southern California desert, making him the target of a pair of aliens who had recently executed its previous owner.",Billy was a kid who got pushed around... Then he found the power.,,,,https://image.tmdb.org/t/p/w500/zdTUWi4eWv4IBpGZMyRzSAGjeBz.jpg,https://image.tmdb.org/t/p/w1280/tOrprVcS1hdR91VqGTORQmZb0pr.jpg,,17874,https://www.themoviedb.org/movie/17874,3.2,104,tt0077834,https://www.imdb.com/title/tt0077834,false,Mon Jun 16 2025 17:08:44 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:18:10 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:16 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:16 GMT-0400 (Eastern Daylight Time)
